corpusid, source, context, senseid
308219334, estrella_valparaíso, A mí me pasa con el conjunto barroco yo soy el que lleva la cabeza y está insistiendo en los ensayos a todos les gusta hacer esa música pero tienen otras obligaciones., CHIEF_00
308337938, estrella_valparaíso, Durante la época mundialera estuvo a la cabeza Mauricio Correa de 'Buenos días a todos'; ahora asumió Bibiano Castelló quien antes dirigía 'Chile tuday' en Mega., CHIEF_00
308349688, estrella_valparaíso, Un ítem aparte consiste la evaluación de los ministros en la que la titular de Relaciones Exteriores a el igual que en otros sondeos sigue a la cabeza., LEADER_00
308365353, estrella_valparaíso, El popular rockero Jon Bon Jovi está a la cabeza de este proyecto que Cristián protagonizaría en enero en México., CHIEF_00
308380657, estrella_valparaíso, Pero usted es la cabeza de el grupo el que prometió estar entre los 8 primeros equipos de el torneo y ganar un tramo., LEADER_00
316891973, estrella_valparaíso, La palabra la tiene el plantel de jugadores con su entrenador a la cabeza de responder a los esfuerzos directivos y a los deseos de su hinchada de clasificar a el menos a la Copa Libertadores de América., CHIEF_00
318111436, gran_valparaíso, Solo movió su cabeza afirmativamente y sintió que sus ojos se le nublaban por las lágrimas., HEAD_00
319600785, lider_san_antonio, No te vas a estar levantando la falda para pegar una patada en la cabeza o en el pecho si alguien te ataca., HEAD_00
320117437, lider_san_antonio, A la cabeza está Julio Acevedo DT de varias escuelas de fútbol de la comuna quien junto a un grupo de adiestradores dan los primeros pasos de esta entidad y quien por el momento es la cara visible de el grupo., CHIEF_00
448126667, lun, Otra pequeña de nueve años Rana Adnan necesita oxígeno para una herida en el pecho y una contusión en su pulmón con conmoción cerebral asimismo presenta una herida en la cabeza y un trozo de metralla en su brazo izquierdo., HEAD_00
448629144, lun, El muro es la columna vertebral de ese monstruo sin cabeza que se llama Santiago., HEAD_00
449599378, lun, A la cabeza figura Sadam así como sus hijos Udai y Qusay., LEADER_00
449795664, lun, A sus 28 años y después de recibir una pedrada en la cabeza quedó con secuelas irreversibles., HEAD_00
504560692, el_mercurio, En cualquier caso todavía no hay ninguna cabeza visible para el grupo sabido el gusto de Miranda por operar fuera de las luces., LEADER_00
505152884, el_mercurio, Su constitución frágil y el mayor tamaño de su cabeza en relación con el cuerpo son dos variables que juegan en contra en un impacto., HEAD_00
505429203, el_mercurio, Colo Colo llega a 16 puntos y se mantiene a la cabeza de el Grupo D a tres puntos de distancia de la Universidad Católica., LEADER_00
505841786, el_mercurio, La explosión de dinamita voló la cabeza y ocasionó roturas múltiples en el monumento., HEAD_00
507328929, el_mercurio, El amor tiene razones que la cabeza ignora., INTELLIGENCE_00
474601807, el_mercurio, Teñirse el pelo en un tono radicalmente distinto a el natural o cortarselo después de haberlo llevado largo por años son cambios drásticos de look que hacen que el dueño o la dueña de esa cabeza tenga que enfrentarse a el mundo con una nueva imagen., HEAD_00
474608618, el_mercurio, ¿Qué tanto se te ha pasado por la cabeza tener un espacio donde estés cómodo y tal vez cumplir esa expectativa que sabes que se comenta... de ser un cheque a fecha?, INTELLIGENCE_00
632360863, la_tercera, A la cabeza de los expertos se encuentra el técnico electoral de el PS Francisco Aleuy quien cumplió similar labor en las primarias de la Concertación en mayo pasado., CHIEF_00
632975648, la_tercera, Por ello el 12 de diciembre debes votar con la cabeza y con el corazón., INTELLIGENCE_00
633079185, la_tercera, Alvarez Quinteros resultó con una herida cortante en la cabeza y lesiones., HEAD_00
724822606, austral_valdivia, También planteó una reforma a la salud pero 'pensando con la cabeza y no con la guata'; la flexibilización de el Estatuto Docente y crear un fondo de inversión social que se financie con la venta de empresas públicas., INTELLIGENCE_00
725437174, austral_valdivia, A la cabeza de el Ejército a Izurieta le tocó enfrentar un período marcado por el proceso judicial a el ex Presidente Pinochet y en el último lapso por los escasos resultados arrojados por la denominada Mesa de Diálogo que informó de el paradero de 200 detenidos desaparecidos durante el Régimen Militar (1973-90)., CHIEF_00
726372211, austral_valdivia, Ella sólo es una cabeza sin cuerpo la cual ha sido colocada sobre una bandeja., HEAD_00
800835972, mostrador, Francisco Tepper estará a la cabeza de la nueva empresa como Director Gerente ., CHIEF_00
800886393, mostrador, El Chino que fuera número uno de el mundo durante seis semanas en 1998 y cabeza de serie número siete en el torneo japonés dotado con 800 mil dólares en premios mantiene su excelente racha de resultados y sigue sin ceder una solo manga., LEADER_00
801625276, mostrador, Vinker repitió su gesto de rechazo y agitó la cabeza negativamente., HEAD_00
803100521, mostrador, Ella inclinó la cabeza vencida subyugada y luego pudorosa cubriendo su desnudez como mejor pudo con los jirones de el vestido fue a poner se otra vez de rodillas ante el capitán., HEAD_00
842196090, que_pasa, La cabeza de la empresa de telecomunicaciones más importante de España no dejó que su obsesión descansara., CHIEF_00
842191652, que_pasa, Por citar algunas South-Net controlada por el fondo de inversiones Southern-Cross tiene como cabeza a Norberto Morita; ClickNest pertenece a el grupo Pescarmona y el conglomerado Exxel Group invierte en InternetCo., CHIEF_00
842375783, que_pasa, La selección chilena de Paddle Tenis será cabeza de serie número cuatro en el Mundial de la especialidad que se disputará entre el 25 de junio y el 2 de julio en Toulouse., LEADER_00
842560616, que_pasa, Sin pensar en más encajé la braga en mi cabeza tapandome así la cara., HEAD_00
843126300, que_pasa, Hay muchos que aún tienen la cabeza debajo de la arena como el avestruz., HEAD_00
331280561, mercurio_valparaíso, 'Yo -a el igual que todos- vine a ganar. A Ulihrach tengo que ganarle creo que lo puedo lograr ya que le gané la última vez que jugamos y espero ganarle otra vez. Tengo claro que todo depende de mí de la confianza que tenga. Si gané el lunes es porque mi cabeza anduvo bien y espero que se repita'., INTELLIGENCE_00
331285211, mercurio_valparaíso, Caballero explicó que la suspensión se mantendrá mientras el peligro de contagio exista y resaltó que se están reforzando las medidas de control preventivo en las zonas cordilleras desde la Cuarta a la Décima Región donde se encuentran unas 250 mil cabezas de ganado en veranadas., HEAD_00
331291888, mercurio_valparaíso, En otro tema la cabeza visible en Chile de Europroject Juan Arimany explicó que la deuda de la filial Coinco S.A. a la Municipalidad de Viña de el Mar por concepto de no pago de la renta de concesión en caso alguno debiera empañar la imagen de solvencia económica de el consorcio para ser capaces de asumir la inversión de la marina que demandaría US $70 millones., LEADER_00
331298270, mercurio_valparaíso, Era el primer cabeza de serie de el torneo y absoluto favorito para coronarse en el cemento de el challenger de Salinas (Ecuador 50 mil dólares)., LEADER_00
331377815, mercurio_valparaíso, Más de 160 mil cabezas de ganado han sido ya sacrificadas y otras 65 mil están sentenciadas., HEAD_00
331422788, mercurio_valparaíso, 'Estábamos muy ansiosos además tenemos que pensar que este es un equipo relativamente nuevo y que debemos lograr compenetrar nos de mejor forma' explicó el delantero trasandino quien terminó con un fuerte golpe en su rostro producto de una patada de el sureño Víctor Oyarzún 'el creyó que llegaba con el pie y yo con la cabeza pero estoy seguro que fue sin mala intención'., HEAD_00
331440521, mercurio_valparaíso, A la cabeza de la delegación viajaron la secretaria general de la Corporación Angélica Rubiños y la directora de el Area Educación Patricia Colarte quienes fueron invitadas como parte de el proyecto colaboración mutua que mantienen la entidad local y la casa de estudios superiores de Puerto Rico., CHIEF_00
331441737, mercurio_valparaíso, ¿Estaría hidrófobo? El niño Manuel Ponce de doce años de edad que vive en el cerro de la Mariposa Nº 57 comunicó ayer a el cuartel central de la policía que en circunstancias que pasaba por la avenida de el Brasil entre la calle Molina y callejón Huito rosó con un portaviandas que conducía a el Puerto a uno de los caballos de el carretón número 58 lo que fue suficiente para que el animal se diera por ofendido y le diera de coces a el muchacho hasta arrojar lo a el suelo y ocasionar le dos heridas una en la cabeza y otra en el ojo derecho., HEAD_00
331441927, mercurio_valparaíso, Este según todas las apariencias será sostenido vigorosamente por la asamblea la cual se propone no usar de más condescendencias en adelante con el monarquista que está jugando a la república a la cabeza de ella., LEADER_00
331499288, mercurio_valparaíso, Froilán Elespe de 54 años fue baleado en la cabeza mientras se encontraba en un bar., HEAD_00
331499410, mercurio_valparaíso, El atentado ocurrió alrededor de las 13.40 GMT cuando Froilán Elespe de 54 años recibió un tiro en la cabeza mientras estaba en un bar a el que acudía todos los días antes de ir a almorzar a su domicilio informó el gobierno regional vasco., HEAD_00
331544262, mercurio_valparaíso, El economista dijo no tener proyecto para servir el cargo en TVN ya que en ese momento -hacía sólo media hora que había sido informado-  'seguía con su cabeza en el Banco Central' institución que abandonará antes de asumir sus nuevas funciones., INTELLIGENCE_00
331544891, mercurio_valparaíso, De hecho uno de los ejemplares más populares es 'El topo que quería saber quien se había cagado en su cabeza'., HEAD_00
331566699, mercurio_valparaíso, La cabeza de los wanderinos está en el campeonato local y el amistoso de el domingo ante San Luis pero sin lugar a dudas que el corazón lo tienen puesto en Lima ciudad que recibirá el choque entre chilenos y peruanos por las eliminatorias., INTELLIGENCE_00
331569521, mercurio_valparaíso, La quiebra está bajo control y la empresa continúa expandiendose sin embargo a el interior de la firma esperan que la Corte de Apelaciones revoque la medida que les provocó más de un dolor de cabeza., HEAD_00
331603084, mercurio_valparaíso, Por dentro Express Tour mantiene la delantera y derrota por cabeza a su compañero de stud Street Cry en el Derby de los Emiratos Arabes., HEAD_00
331603160, mercurio_valparaíso, Se trata de Express Tour quien por cabeza aventajó a su compañero de corral Street Cry., HEAD_00
318270324, gran_valparaiso, Se entiende con la cabeza pero el cuerpo y el corazón tiran para otro lado., INTELLIGENCE_00
443181187, lun, A el principal denunciante a el interior de EFE el dirigente sindical Héctor Escobar le pareció raro que la cabeza de la empresa no conozca lo que ocurre en las máquinas., CHIEF_00
443194388, lun, 'Tengo una admiración por Camilo y su participación suena contundente. Este es un disco hecho para tocar en vivo eso es lo que tenía en mi cabeza cuando lo hice' cuenta., INTELLIGENCE_00
443209640, lun, Otra palanca de ráting cuyo poderío no se debe despreciar (sobre todo la competencia) es el sello de garantía que ha patentado el programa de Guillermo Muñoz ya sea rastreando las borrosas pistas de el asesinato de un campesino en Cochamó o tratando de aclarar las circunstancias que hicieron aparecer la cabeza de un narcotraficante en un puente santiaguino; ya sea recreando la cinematográfica fuga de la cárcel de Valparaíso en 1994 o intentando desentrañar las claves de el imbarajable magnetismo de el gurú peruano de Pelequén., HEAD_00
443232341, lun, Eyzaguirre 'A el tema de sobresueldos le hemos escondido la cabeza hace 50 años'., HEAD_00
443232384, lun, El Ministro de Hacienda Nicolás Eyzaguirre sostuvo hoy en el Congreso que el tema de los sobresueldos a altos funcionarios públicos es un asunto en el que 'durante 50 años hemos escondido la cabeza recurriendo se a mecanismos como las transferencias desde empresas públicas o los sobrecitos'., HEAD_00
443253945, lun, He enfrentado a grandes y siempre salgo con la cabeza en alto., HEAD_00
443262897, lun, Sin embargo Dabrowski no se inmutó tapó sus oídos y se hizo el sordo ante los insultos para tapar les él la boca a todos los que pedían su cabeza., HEAD_00
443263144, lun, Por eso cuando el árbitro Enrique Osses puso fin a los primeros 45 minutos y el marcador seguía en blanco los pocos creyentes en el Polaco se tomaron la cabeza presintiendo lo peor para su equipo., HEAD_00
443264624, lun, Un saque de arco que cruza todo el terreno de juego pica por sobre las cabezas de Ítalo Díaz y Germán Navea para dejar indefenso a el arquero Carlos Tejas ante la voracidad de Jaime González quien con la punta de su zapato anotó su primer gol desde que volvió a la UC ('me pareció que González fue con la pierna muy arriba así que creí que el árbitro cobraría falta' señaló Tejas el segundo arquero menos batido de el campeonato)., HEAD_00
443266172, lun, Salvo la eliminación de Unión Española (ver página 20) todos los cabezas de serie avanzaron a la siguiente instancia en la que destaca nítidamente el encuentro entre los dos últimos campeones de el fútbol nacional: Santiago Wanderers y Universidad Católica cuyo primer duelo se escenificará en el estadio Municipal de Valparaíso., CHIEF_00
443275553, lun, Todo iba bien hasta que comenzó el encuentro cuando un grupo de barristas blancos lanzaron piedras a los rojos quienes en ese momento fueron desplazados por Carabineros hacia el otro sector de las galerías donde incluso un hincha cayó y se rompió la cabeza., HEAD_00
443276758, lun, La calva cabeza que exhibió hace algunos años Pedro Santos en su regreso a la hípica tras vencer un siempre complicado cáncer ha ido quedando en el pasado., HEAD_00
443283282, lun, Otra área en que Maver se hace sentir con fuerza es en los llamados Nutracéuticos con el té Adelgazul a la cabeza y en la línea cosméticos donde la marca fuerte es Hawaiian Tropic., LEADER_00
443286765, lun, Vestía polera amarilla y calzoncillos negros y su cabeza estaba semienterrada en el barro., HEAD_00
443320294, lun, Anuncia que en el futuro la ciudadanía conocerá lo que realmente pasó ya que nadie le quita de la cabeza que dentro de la propia coalición de gobierno le tendieron una trampa., INTELLIGENCE_00
443333436, lun, Después de soportar cuatro años de trastornos de colon irritable problemas urinarios y de columna dolores de cabeza y cervicales y alteraciones de el sueño a Susana de 42 años secretaria ejecutiva le diagnosticaron lo que realmente tenía fibromialgia., HEAD_00
443336692, lun, De visita en nuestro país este sociólogo síquico y clarividente dice que no sólo interpreta los colores que se encuentran contenidos en las aureolas que rodean las cabezas de las personas sino que ayuda a limpiar las para curar diversas enfermedades., HEAD_00
450945499, lun, ¿Cómo transcurrió la carrera en la cabeza y el corazón de ambos pilotos? ¿cómo lograron desentenderse de el dolor abstraer se a la pérdida y enfrentar el vacío? son preguntas sin respuesta por ahora., INTELLIGENCE_00
450952875, lun, Ivo Basay volvió a sacar la voz en una entrevista emitida anoche en el programa Futgol de el Canal 13 y no dejó títere con cabeza., HEAD_00
450968640, lun, ¿Aún con la pelea en la cabeza?, INTELLIGENCE_00
841713264, que_pasa, Si bien se le reconoce una cercanía mayor con los atletas top algunos critican su administración a la cabeza de el CAR pues aún no ha logrado que la infraestructura disponible sea utilizada en la medida que corresponde por entrenadores y dirigidos., CHIEF_00
841718357, que_pasa, Pero la que más divisiones generó en el seno de la coalición de gobierno fue la presentada por el Likud partido derechista y cabeza de la oposición a raíz de la inclusión en el programa escolar israelí de cinco poemas escritos por el poeta nacional palestino Majmud Darwish., LEADER_00
841719217, que_pasa, Y lo que es aún más importante se perfila como la más probable sucesora de Wolfgang Schäuble a la cabeza de el partido asunto que se dirimirá a mediados de abril., LEADER_00
841719399, que_pasa, Pero haber pertenecido a las filas de la CDU en tiempos de Kohl y a la vez estar distante de el ex canciller no es fácil 'De los grandes nombres de el partido ¿quién no fue protegido de Kohl? Fueron 25 años a la cabeza de la colectividad y puede decir se que todos han estado bajo su alero. Tampoco existen dentro de la CDU otros líderes fuertes aparte de Kohl' aseguró a Qué Pasa desde Berlín Eusebio Val analista de el diario La Vanguardia., LEADER_00
841728344, que_pasa, A pesar de que en estos momentos la permanencia de René Cortázar a la cabeza de TVN se ha transformado en un ítem de orden político para algunos analistas esta disputa es un reflejo de el crecimiento y logros de la cadena estatal en su permanente batalla con el Canal 13 y de las claves que le han dado el éxito económico la independencia., CHIEF_00
841737300, que_pasa, Las dos cabezas ejecutivas de los dos más importantes canales de la televisión chilena Rodrigo Jordan de Canal 13 y René Cortázar de TVN parecen estar a punto de pasar por la guillotina., CHIEF_00
841744895, que_pasa, El temor es que con él a la cabeza el PPD termine siendo un partido opositor a Lagos., LEADER_00
841745011, que_pasa, Aunque está cubierto de críticas asoma la cabeza para asegurar que el suyo es uno de los mejores municipios de el planeta., HEAD_00
841754920, que_pasa, En una serie de entrevistas de el ganador de el Premio Cervantes con testigos de los episodios que trata el libro el propio secretario de Trujillo le contó los dolores de cabeza que le provocaban los innumerables padres que llevaban a sus hijas a los aposentos de el general para que las desvirgara., HEAD_00
841765226, que_pasa, Las consecuencias de esta disfunción se traducen en efectos subjetivos (ansiedad apatía aburrimiento depresión irritabilidad poca estima) conductuales (drogadicción  pérdida de apetito consumo excesivo de cigarrillos risa nerviosa inquietud) cognoscitivos (incapacidad para tomar decisiones pérdida de concentración bloqueo mental) y fisiológicos (aumento de corticoides en la sangre y orina dolores de cabeza elevación de los niveles de glucosa sanguíneos incremento en el ritmo cardíaco molestias estomacales sequedad en la boca dilatación de pupilas tensión muscular dificultad para respirar y escalofríos)., HEAD_00
841776320, que_pasa, A pesar de que sus dos primeras medidas de peso los proyectos de reformas laboral y tributaria ya le han causado más de algún dolor de cabeza la justa por la Capital Federal será su primera lid en las urnas cara a cara con el peronismo., HEAD_00
841776837, que_pasa, A la cabeza de una coalición que agrupa a su partido Acción por la República y a Nueva Dirigencia -formación encabezada por el también ex ministro de Menem Gustavo Beliz- ha logrado posicionarse como el 'líder natural' de la centroderecha argentina; y de paso como una carta de salvación para el alicaido Partido Justicialista ., LEADER_00
841782758, que_pasa, Este último ejecutivo es hoy el segundo hombre de el Santander en Latinoamérica cabeza por más de un lustro de Telefónica en la región y mencionado como el hispano más experimentado por estas tierras., CHIEF_00
841788138, que_pasa, Tres meses para que se terminaran las colas en los consultorios sentenció de lo contrario rodaría la cabeza de la ministra de Salud Michelle Bachelet., HEAD_00
841799247, que_pasa, Aquí hay una cabeza que es el Presidente de la República y ojalá podamos tener debates muy sustantivos en el gabinete y no intentar que unos ministros manden sobre otros eso no es conveniente., LEADER_00
841801620, que_pasa, Aunque tienen claro que será teoría porque el verdadero modelo está bien guardado en la cabeza de Lagos., INTELLIGENCE_00
841810268, que_pasa, Estos son los rostros y personalidades de los responsables de el éxito de la teleserie de TVN y de tantos dolores de cabeza de los directivos de Canal 13., HEAD_00
841824202, que_pasa, Por el contrario otros equipos adoptan la postura de seguir la carrera y de brindar le apoyo a quien quedó fortuitamente a la cabeza de el grupo., LEADER_00
841833905, que_pasa, Además a diferencia de las otras religiones mayoritarias es la única que tiene una clara jerarquía y una sola cabeza visible., LEADER_00
841834868, que_pasa, No obstante con poco más de una semana por delante para los comicios de el 9 de abril el abanderado de Perú Posible no sólo ha desplazado en las encuestas a sus dos 'compañeros' de la oposición sino que se ha convertido en un fuerte 'dolor de cabeza' en los pasillos de el Palacio de Pizarro., HEAD_00
