corpusid|source|context|senseid
582696851|la_segunda|El coronel Gran López agrega que para ello habría que traducir los textos pero no se hace necesario cambiar las cartas que aparecen reseñadas ya que están a modo de ejemplo y se han construido usando normas internacionales.|LETTER_00
582722512|la_segunda|También todas deben tener papelería, y entre mandar una carta fea u otra bien diseñada.|LETTER_00
582739130|la_segunda|En enero de 2000, los abogados Patricio Ossa y Guillermo Hevia enviaron una carta circular a todos los accionistas de Campos Chilenos.|LETTER_00
582739226|la_segunda|Curiosamente, y esto lo pudo comprobar la investigación que realizó el Colegio de Abogados, en la cual se hizo parte el ejecutivo de Pathfinder Félix Bacigalupo, pocos días antes de el envío de dicha carta se había montado en la red de internet una página web denominada 'accionistascamposvirtualeave.net' que luego tomó el nombre de 'defiendeteonline.com'.|LETTER_00
582739546|la_segunda|En este asunto lo que se ha dicho es que hay una intención de incitar a el litigio en circunstancias de que yo ya era parte de un litigio contra Félix Bacigalupo en la Superintendencia de Valores y Seguros y había otros dos juicios iniciados en tramitación. Esto se contrapone a lo que dice el fallo en que pareciera que a raíz de mis cartas se hubieran iniciado los juicios. Eso no es efectivo', explica Ossa.|LETTER_00
582777555|la_segunda|En este sentido, informó que le enviaron dos cartas a Longueira, sin recibir ningún tipo de respuesta.|LETTER_00
582778125|la_segunda|En la oportunidad se entregará una carta dirigida a el intendente Jaime Tohá y a el Presidente de la República, argumentando la necesidad de que se apliquen las sobretasas.|LETTER_00
582788080|la_segunda|IVAX envió una carta a Laboratorios Chile comunicandole que aprobaba el due diligence que realizó sobre la empresa y sus filiales, con lo cual se ratifica que sigue adelante la operación en los términos y precios acordados.|LETTER_00
582790441|la_segunda|Enviaron carta de intenciones a el organismo.|LETTER_00
582790504|la_segunda|Una carta de intenciones le envió el Gobierno brasilero el pasado 14 de junio, por intermedio de el ministro de Finanzas, Pedro Malán, y el presidente de el Banco Central, Arminio Fraga, a el presidente de el Fondo Monetario Internacional Horst Köhler, dando le detalles de las políticas que Brasil pretende implementar en el contexto de su solictud de ayuda a el FMI.|LETTER_00
582790743|la_segunda|Esta carta sigue a otra, fechada el pasado 5 de junio, en que los mismos dos personeros dan a conocer un balance de la situación económica brasileña y de las políticas que se han seguido, claro que dado el escenario que ha enfrentado esta semana Brasil, queda un poco desfasado.|LETTER_00
582798729|la_segunda|Vinos... y una buena carta.|MENU_00
582798945|la_segunda|Claro que para estos negocios por el momento no hay nada nuevo en la carta... por ahora el menú sólo incluye explotar a el máximo los negocios inmobiliario y vitivinícola, que es donde concentran su know how.|MENU_00
558633651|la_segunda|Más de una vez lo hemos dicho: la renovación de la carta en un antiguo restaurante acreditado suele traer más aportes que la inauguración de un local aventurero.|MENU_00
561583478|la_segunda|La carta fue enviada supuestamente por Marcos a un cantante, Angel Luis Lara, alias 'El Ruso', con motivo de la inauguración de un local prozapatista en Madrid, Aguascalientes.|LETTER_00
561913925|la_segunda|A el almuerzo, la primera carta se reemplaza por un menú ejecutivo (3.500).|MENU_00
562052438|la_segunda|Son muchas las cartas que reciben diariamente, como si el público supiera que (a algunos de ellos) esos 15 minutos de fama les cambiaría la vida.|LETTER_00
563595226|la_segunda|Todo casi perfecto, si no fuera porque en un local de esta categoría no es posible aceptar una carta con tantos errores de ortografía.|MENU_00
563565791|la_segunda|Qué hacer: Aprende un refrán, un trabalenguas o un truco con cartas.|CARD_00	
563569162|la_segunda|En eso tuvimos un acierto importante que fue el jugar nos una carta con Vanessa Miller como Bárbara.|CARD_00
433260963|lun|Si el retoño comienza a reclamar por el juego de cartas intercambiables, deben tener se a mano, para empezar, 10.500 pesos.|CARD_00
433260554|lun|Los juegos de cartas son una de las novedades para los regalones.|CARD_00
433260436|lun|El señor de los anillos, en tanto, con sus hobbits, elfos, enanos y humanos, ya tiene en tiendas una colección de figuras de acción, cartas coleccionables y juegos de estrategia, en lo que se supone sólo es el comienzo de la arremetida.|CARD_00
442976051|lun|Con ese juego de cartas, sólo faltará Jorge Hevia para tener el póker completo.|CARD_00
446648204|lun|Se inauguró la nueva tienda Salo, donde se pueden encontrar desde juegos de estrategia como 'Mitos y leyendas', las cartas de 'El señor de los anillos', hasta álbumes descontinuados.|CARD_00
456988057|lun|Pero el juego requiere, en otros niveles, mazos de 60 cartas, por lo que hay que comprar sobres adicionales.|CARD_00
52904639 |la_tercera|Esta contenía 60 cartas de personalidades destacadas y detalles sobre la vida en esa ciudad en el año 1901.|LETTER_00
652904955|la_tercera|En su interior se encontraron cerca de 100 cartas, decenas de fotografías y gran cantidad de recuerdos de la época, que en el futuro serán exhibidos en la Biblioteca de el Tutt College.|LETTER_00
652904981|la_tercera|Entre las cartas recuperadas existe, incluso, una de el entonces vicepresidente de Estados Unidos Theodore Roosevelt, que sólo semanas después de escribir la misiva, tuvo que asumir la presidencia de ese país tras el asesinato de el entonces mandatario William McKinley.|LETTER_00
652905166|la_tercera|Además, hay una carta de el entonces presidente de la YWCA, la asociación cristiana de jóvenes, para quien ocupara su lugar el 2001.|LETTER_00
652905215|la_tercera|Esto, porque varias cartas no se encuentran en muy buen estado y serán traspasadas a microfichas por los funcionarios de la biblioteca de la Universidad.|LETTER_00
652923447|la_tercera|Paulatinamente ha ido desapareciendo la costumbre de comunicarse a través de una simple carta.|LETTER_00
652923481|la_tercera|Ya casi nadie manda cartas de tipo personal para comunicar se a distancia.|LETTER_00
652923536|la_tercera|El sociólogo Carlos Catalán señala que quienes cuentan con internet dejaron definitivamente de enviar cartas a través de el correo tradicional.|LETTER_00
652923588|la_tercera|Es un sistema donde se deja de lado la formalidad de las cartas, se utiliza un lenguaje mucho más coloquial y, por lo tanto, la comunicación se hace más fluida y flexible. 'Esto se traduce en una mayor cercanía entre las personas que se están comunicando', explica Catalán.|LETTER_00
652923730|la_tercera|Por su parte, el sociólogo Eduardo Rodríguez, de Feedback Comunicaciones, opina que si bien el e.mail permite tener una comunicación más rápida y, a veces, casi instantánea, es mucho más fría e impersonal. 'Cuando las cartas están escritas a mano y son firmadas por el remitente todo se hace más cercano para el destinatario', dice.|LETTER_00
652923993|la_tercera|Posiblemente, durante la Navidad que recién pasó, gran parte de los chilenos y casi con seguridad los que están conectados constantemente a internet recibió más de un saludo a través de e.mail, reemplazando a las habituales tarjetas y cartas de papel que llegan por medio de el correo tradicional.|LETTER_00
652924013|la_tercera|Este es un ejemplo claro para graficar que las tradicionales cartas personales aquellas que más de una vez adquirieron ribetes míticos en la literatura clásica en boca de poetas u otro personaje legendario han ido perdiendo peso entre las costumbres de la gente, que ha optado por la ayuda de la tecnología moderna que entrega alternativas para comunicarse a distancia en forma simple y óptima.|LETTER_00
652924096|la_tercera|Actualmente, en Chile se movilizan unas 350 millones de piezas postales a el año, lo que significa un promedio cercano a las 23 cartas por persona, una cifra pequeña si se compara con otros países.|LETTER_00
652924122|la_tercera|Por ejemplo, en Canadá, cada persona recibe un promedio de 370 cartas a el año.|LETTER_00
587105813|la_tercera|Su carta de vinos consta de 14 viñas tanto emergentes como tradicionales, cuyos precios fluctúan entre los 3.100 y los 6.900.|MENU_00
587107324|la_tercera|Amplia carta de vinos a un costo promedio de 8.000 la botella.|MENU_00
798832294|mostrador|Algunas sugerencias de la carta son, en las entradas, el Pulpo a el Olivo (3.200), Ocopa Arequipeña (papas a el vapor con salsa de huacatay, maní y queso, 2.200); de fondo, Calamar a el vino tinto (reducción de vino, champiñón y calamares, 4.200), Parihuela de corvina con mariscos (sopa gruesa con cebolla, tomate, cilantro, fondo de corvina y vino blanco, 4.600), Tallarines a la peruana (filete, cebolla, tomate, cebollín, soya, jengibre, 4.400) o Seco de cordero con frejoles a el estilo peruano (4.000).|MENU_00
798832800|mostrador|El viernes 27 y el sábado 28 de el mismo mes se abrirá a todo público con la carta convencional pero con la especial misión de conducir la celebración.|MENU_00
798838565|mostrador|En igual sentido que lo referido con relación a la 'Carpeta nro.1', se observan de las cartas y notas contenidas en este legajo, la constante actividad de las personas sospechadas, siendo que unos son los operadores de las órdenes que imparten los otros, y todos ellos dentro de la escala jerárquica de la Dirección de Inteligencia Nacional de Chile (DINA), como así su continuadora, la Central Nacional de Inteligencia (CNI).|LETTER_00
798838876|mostrador|A fojas 25.27 de la misma, de fecha 09.056.78 Carta manuscrita: Estimado Luis Felipe (ARANCIBIA). Firma GEORG (WILLICKIE), la que textualmente dice 'Estimado Luis Felipe: Te doy las gracias por tu atenta carta que la recibí esta semana.|LETTER_00
799359726|mostrador|En la carta, Lupe Zevallos, hermana de el fundador de la compañía, Fernando Zevallos, expresa que 'este reinicio no debe ser transitorio, sino definitivo hasta que se produzca un fallo de el más alto nivel de el Poder Judicial chileno'.|LETTER_00
799372480|mostrador|En un contacto hecho ayer domingo con Radio Chilena, el dirigente sindical señaló que 'hemos agotados todas las instancias correspondientes. Se le mandó carta a el Presidente, a el intendente de la cuarta Región y así lo han hecho los colegas de las distintas regiones de el país. Hablamos con diputados y con el presidente de el Sistema de Administrador de Empresas (SAE), Felipe Sandoval.|LETTER_00
799380167|mostrador|González , jefe de el Ministerio Público ( MP ) , dijo que el funcionario se encontraba de vacaciones desde la semana pasada y que su carta de renuncia la recibió hoy , aunque Zeissig abandonó Guatemala ayer , domingo , rumbo a El Salvador.|LETTER_00
799403364|mostrador|En la medida que se conozcan los resultados de las demás compañías, se verá quienes jugaron bien sus cartas y quienes reprobaron la materia.|CARD_00
799404757|mostrador|De hecho , en una carta fechada el 19 de junio de este año , el Presidente Ricardo Lagos envió un saludo a la comunidad escolar por su 69 aniversario.|LETTER_00
799441385|mostrador|Aunque se ha dedicado a la fotografía publicitaria spa 'hay que vivir' y a las clases, el artista ya ha publicado un libro con una serie sobre la ex cárcel pública de Santiago titulado Despojos de sueños. 'En 1993 cuando desapareció la cárcel de Santiago, me vino la curiosidad en entrar a ella, aunque ya había ingresado alguna vez a una cárcel visitando gente, pero siempre me imaginé cómo eran estando vacías. Esa vez lo que más me robé fueron los muros escritos con la vida de los presos, sus oraciones, sus cartas, sus amores, ¡todo estaba ahí!', contó.|LETTER_00
799444029|mostrador|Las cartas señalan que tu pena va a pasar y para ello es necesario que armonices con el pasado, debes tratar de quedar en paz con todo aquello que te significó dolor.|CARD_00
799480285|mostrador|Carta enviada por Lan Chile a la Fiscalía Nacional Económica (24.07.2001) 'La Comisión Resolutiva hizo suya la proposición de Lan Chile y en estos momentos la compañía está proponiendo a la autoridad, un mecanismo que garantice el cumplimiento de la forma de operar ofrecida', dice el comunicado.|LETTER_00
799499166|mostrador|Mientras ésta se preparaba llegó a poder de Alejandro una carta de Parmenión, en la cual le aconsejaba desconfiar de Filipo, y le acusaba de estar secretamente entregada a Darío.|LETTER_00
799499208|mostrador|Alejandro, sin manifestar emoción alguna, apuró la copa de un trago, entregando simultáneamente a Filipo la carta acusatoria, cuya falsedad quedó inmediatamente demostrada.|LETTER_00
840330599|que_pasa|El ex 'carapintada' quien cumple condena perpetua por haber intentado un golpe contra el gobierno de Menem en 1990 basó sus afirmaciones en una carta de el mandatario argentino publicada por el diario inglés The Sun.|LETTER_00
840342182|que_pasa|El lunes 19, le envió una carta por fax en la que le pedía que ayudara a los senadores chilenos que iban rumbo a Londres a obtener una reunión con personeros de el más alto nivel en el gobierno de Blair.|LETTER_00
840342325|que_pasa|Una sorpresiva carta recibieron algunos colegios públicos y subvencionados de parte de el Ministerio de Educación, en la que se exigía la devolución de un texto de educación sexual que se les había hecho llegar para sus bibliotecas.|LETTER_00
840342981|que_pasa|Las declaraciones de Délano indignaron a Gómez, quien, después de defender a Frei en Valdivia, le envió una carta de rechazo y luego lo invitó a almorzar a un restaurante en Santiago, donde cordialmente se dejaron en claro que ya no eran amigos.|LETTER_00
840346314|que_pasa|Aunque el día anterior, la ex Premier de Gran Bretaña, Margaret Thatcher, había publicado una carta en el diario inglés The Times, en la cual pedía la liberación de Pinochet y reconocía el apoyo chileno en la guerra de las Malvinas, analistas bonaerenses creen que Menem no hizo referencias a el tema para no perturbar las relaciones bilaterales con Chile. 'Se trata de gestos habituales en Menem y que buscan crear un ambiente favorable para solucionar el conflicto pendiente de Campos de Hielo'.|LETTER_00
840354158|que_pasa|José Miguel Insulza v.s Gladys Marín El altercado se produjo el 14 de abril de 1998, cuando el ministro salía por la puerta principal de la Cancillería, en el preciso momento en que llegaba la dirigente comunista a entregar una carta con sus interrogantes sobre la II Cumbre de las Américas y la no invitación de Cuba a la reunión.|LETTER_00
840355264|que_pasa|Algunos informes periodísticos, basados en los archivos descubiertos en Paraguay, hablan de una carta escrita por el general (r) Manuel Contreras a el general paraguayo Guanes Serrano, en la que ofrece el cuartel de la DINA como cuartel general de la operación, para así 'centralizar la información sobre los antecedentes de personas, organizaciones y otras actividades conectadas directa o indirectamente con la subversión'.|LETTER_00
840357771|que_pasa|Por eso, esta semana, varios senadores enviaron cartas a sus colegas de derecha para notificar les que si no concurrían a votar proyectos de ley, ellos no se abstendrían de hacerlo, porque el acuerdo no rige para ausencias por protestas políticas.|LETTER_00
840359983|que_pasa|La fórmula de los propietarios (Rebeca Iver y su hijo, Felipe Castillo, que además maneja el excelente restaurante 'Doña Paula', en el interior de Viña Santa Rita), y que en general comparte la gente que sabe comer, es cambiar de platos muy de tarde en tarde y mantener una calidad constante, una carta estable, una cocina que no va a deparar sorpresas ni sobresaltos a el público exigente y, en general, conservador que allí concurre.|MENU_00
840360321|que_pasa|La repostería de 'Carrousel' ostenta ya una impronta netamente francesa en la muy buena calidad de sus Crepes Suzette o la Mousse Orleans de castaña, en una reiteración de carta precisa, pero impecablemente realizada.|MENU_00
840362808|que_pasa|Mama Fresia había puesto en la maleta sus botas más firmes, así como sus cuadernos y el atado de cartas de amor de Joaquín Andieta.|LETTER_00
840385975|que_pasa|Horas antes de que las 3.500 páginas fueran entregadas a la luz pública, se jugaron su última carta.|CARD_00
840393292|que_pasa|Los síntomas de el cambio ya son observables en Estados Unidos, donde el tráfico de datos a través de Internet sobrepasa las llamadas telefónicas y el correo electrónico ya supera a el envío de cartas tradicionales.|LETTER_00
835717997|que_pasa|Desde su inauguración en 1914, la cadena de restaurantes incluye en su carta el té en hojas con toda la implementación necesaria.|MENU_00
840518035|que_pasa|Desde la inauguración de la carta de vinos y de su servicio por copas, ofrece también de lunes a sábado, en este orden, una especialidad por día como plato fuerte (5.500), ya sea Pollo de campo, Cochinillo, Mariscos, Cordero patagónico, Salmón y Carne de caza.|MENU_00
810316013|primera_linea|A el momento de barajar el naipe, las cartas posibles para marcar el nuevo juego son una revitalización de la agenda valórica progresista, reimpulsar la reforma a la salud -que en el ámbito técnico ha desentrabado los escollos para una autoridad sanitaria- o revivir las enmiendas pendientes a el financiamiento de la educación superior.|CARD_00
810350928|primera_linea|Jesse Jackson recibe carta de el Talibán pero declina mediar.|LETTER_00
810350995|primera_linea|La carta 'no aumenta mi inclinación a ir', dijo, después de informar que reenvió la misiva a el secretario de Estado Colin Powell.|LETTER_00
810351026|primera_linea|Firmada por el mulá Abdul Salam Zaeef, la carta reza 'En la actual situación crítica, se necesitan más prudencia, sagacidad y paciencia para resolver las cuestiones entre Afganistán y Estados Unidos a través de medios pacíficos, y apreciamos su mediación con altos funcionarios gubernamentales de Afganistán'.|LETTER_00
